"","File.Name","Sample","Date","Subject","PlateWell","PlateRow","PlateColumn","Position","FileIndex","HeartLocation","runCol","MedianIntensity","TotalIds"
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_E2_BE20_1_7523.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_E2_BE20_1_7523.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_E2_BE20_1_7523.d",2022-10-19,"Subject3","E2","E","2","BE20","7523","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_E2_BE20_1_7523.d",12.9531433551244,425
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_E3_BE4_1_7527.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_E3_BE4_1_7527.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_E3_BE4_1_7527.d",2022-10-19,"Subject3","E3","E","3","BE4","7527","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_E3_BE4_1_7527.d",12.0121391265393,1160
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_E4_BE7_1_7528.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_E4_BE7_1_7528.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_E4_BE7_1_7528.d",2022-10-19,"Subject3","E4","E","4","BE7","7528","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_E4_BE7_1_7528.d",12.1386237901807,1167
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_F1_BF13_1_7532.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_F1_BF13_1_7532.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_F1_BF13_1_7532.d",2022-10-19,"Subject3","F1","F","1","BF13","7532","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_F1_BF13_1_7532.d",13.047097074114,114
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_F2_BF20_1_7553.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_F2_BF20_1_7553.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_F2_BF20_1_7553.d",2022-10-19,"Subject3","F2","F","2","BF20","7553","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_F2_BF20_1_7553.d",12.8916337310706,1435
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_F6_BF9_1_7557.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_F6_BF9_1_7557.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_F6_BF9_1_7557.d",2022-10-19,"Subject3","F6","F","6","BF9","7557","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_F6_BF9_1_7557.d",12.138967658738,1572
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_G1_BG10_1_7559.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_G1_BG10_1_7559.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_G1_BG10_1_7559.d",2022-10-19,"Subject3","G1","G","1","BG10","7559","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_G1_BG10_1_7559.d",12.6141808207072,534
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_G2_BG20_1_7570.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_G2_BG20_1_7570.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_G2_BG20_1_7570.d",2022-10-19,"Subject3","G2","G","2","BG20","7570","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_G2_BG20_1_7570.d",12.0081274455547,781
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_H2_BH20_1_7585.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_H2_BH20_1_7585.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_H2_BH20_1_7585.d",2022-10-19,"Subject3","H2","H","2","BH20","7585","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_H2_BH20_1_7585.d",11.8384475925485,977
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_H3_BH4_1_7591.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_H3_BH4_1_7591.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_H3_BH4_1_7591.d",2022-10-19,"Subject3","H3","H","3","BH4","7591","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_H3_BH4_1_7591.d",12.0738503515922,1665
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_H4_BH5_1_7592.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_H4_BH5_1_7592.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_H4_BH5_1_7592.d",2022-10-19,"Subject3","H4","H","4","BH5","7592","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_H4_BH5_1_7592.d",11.9381571211348,1171
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_H5_BH6_1_7593.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_H5_BH6_1_7593.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_H5_BH6_1_7593.d",2022-10-19,"Subject3","H5","H","5","BH6","7593","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_H5_BH6_1_7593.d",12.0825216450893,617
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_H6_BH7_1_7594.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_H6_BH7_1_7594.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_H6_BH7_1_7594.d",2022-10-19,"Subject3","H6","H","6","BH7","7594","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_H6_BH7_1_7594.d",11.8541242530676,591
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_I4_BI5_1_7602.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_I4_BI5_1_7602.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_I4_BI5_1_7602.d",2022-10-19,"Subject3","I4","I","4","BI5","7602","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_I4_BI5_1_7602.d",12.1738894559121,548
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_I5_BI6_1_7603.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_I5_BI6_1_7603.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_I5_BI6_1_7603.d",2022-10-19,"Subject3","I5","I","5","BI6","7603","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_I5_BI6_1_7603.d",12.760246630905,326
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_I6_BJ19_1_7604.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_I6_BJ19_1_7604.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_I6_BJ19_1_7604.d",2022-10-19,"Subject3","I6","I","6","BJ19","7604","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_I6_BJ19_1_7604.d",13.6860080183929,5369
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_1_A10_BA9_1_7661.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_1_A10_BA9_1_7661.d","221022_Subject-05_CMs_Subject5_sytox_1_A10_BA9_1_7661.d",2022-10-22,"Subject5","A10","A","10","BA9","7661","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_1_A10_BA9_1_7661.d",13.5032356664163,3702
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_1_B19_BB18_1_7673.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_1_B19_BB18_1_7673.d","221022_Subject-05_CMs_Subject5_sytox_1_B19_BB18_1_7673.d",2022-10-22,"Subject5","B19","B","19","BB18","7673","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_1_B19_BB18_1_7673.d",13.478175485625,8838
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_1_B20_BB19_1_7672.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_1_B20_BB19_1_7672.d","221022_Subject-05_CMs_Subject5_sytox_1_B20_BB19_1_7672.d",2022-10-22,"Subject5","B20","B","20","BB19","7672","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_1_B20_BB19_1_7672.d",12.9568044731667,747
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A1_BB23_1_7670.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A1_BB23_1_7670.d","221022_Subject-05_CMs_Subject5_sytox_D_A1_BB23_1_7670.d",2022-10-22,"Subject5","A1","A","1","BB23","7670","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A1_BB23_1_7670.d",13.8366469394146,5382
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A11_BA10_1_7660.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A11_BA10_1_7660.d","221022_Subject-05_CMs_Subject5_sytox_D_A11_BA10_1_7660.d",2022-10-22,"Subject5","A11","A","11","BA10","7660","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A11_BA10_1_7660.d",12.4987566117625,290
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A12_BA11_1_7659.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A12_BA11_1_7659.d","221022_Subject-05_CMs_Subject5_sytox_D_A12_BA11_1_7659.d",2022-10-22,"Subject5","A12","A","12","BA11","7659","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A12_BA11_1_7659.d",13.6093403626556,4267
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A13_BA12_1_7658.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A13_BA12_1_7658.d","221022_Subject-05_CMs_Subject5_sytox_D_A13_BA12_1_7658.d",2022-10-22,"Subject5","A13","A","13","BA12","7658","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A13_BA12_1_7658.d",13.4772902757811,4069
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A15_BA13_1_7657.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A15_BA13_1_7657.d","221022_Subject-05_CMs_Subject5_sytox_D_A15_BA13_1_7657.d",2022-10-22,"Subject5","A15","A","15","BA13","7657","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A15_BA13_1_7657.d",14.5733394874651,5890
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A17_BA15_1_7656.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A17_BA15_1_7656.d","221022_Subject-05_CMs_Subject5_sytox_D_A17_BA15_1_7656.d",2022-10-22,"Subject5","A17","A","17","BA15","7656","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A17_BA15_1_7656.d",13.7398544299993,5623
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A18_BA17_1_7655.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A18_BA17_1_7655.d","221022_Subject-05_CMs_Subject5_sytox_D_A18_BA17_1_7655.d",2022-10-22,"Subject5","A18","A","18","BA17","7655","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A18_BA17_1_7655.d",13.5702589370737,3727
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A2_BA1_1_7669.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A2_BA1_1_7669.d","221022_Subject-05_CMs_Subject5_sytox_D_A2_BA1_1_7669.d",2022-10-22,"Subject5","A2","A","2","BA1","7669","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A2_BA1_1_7669.d",13.6660905910296,3764
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A21_BA18_1_7654.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A21_BA18_1_7654.d","221022_Subject-05_CMs_Subject5_sytox_D_A21_BA18_1_7654.d",2022-10-22,"Subject5","A21","A","21","BA18","7654","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A21_BA18_1_7654.d",12.8422069311417,3329
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A4_BA3_1_7667.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A4_BA3_1_7667.d","221022_Subject-05_CMs_Subject5_sytox_D_A4_BA3_1_7667.d",2022-10-22,"Subject5","A4","A","4","BA3","7667","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A4_BA3_1_7667.d",13.3697025562146,172
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A5_BA4_1_7666.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A5_BA4_1_7666.d","221022_Subject-05_CMs_Subject5_sytox_D_A5_BA4_1_7666.d",2022-10-22,"Subject5","A5","A","5","BA4","7666","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A5_BA4_1_7666.d",13.3405873032354,359
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A6_BA5_1_7665.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A6_BA5_1_7665.d","221022_Subject-05_CMs_Subject5_sytox_D_A6_BA5_1_7665.d",2022-10-22,"Subject5","A6","A","6","BA5","7665","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A6_BA5_1_7665.d",11.5741819457861,719
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A8_BA6_1_7662.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A8_BA6_1_7662.d","221022_Subject-05_CMs_Subject5_sytox_D_A8_BA6_1_7662.d",2022-10-22,"Subject5","A8","A","8","BA6","7662","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A8_BA6_1_7662.d",12.6085181983755,337
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A9_bA8_1_7663.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A9_bA8_1_7663.d","221022_Subject-05_CMs_Subject5_sytox_D_A9_bA8_1_7663.d",2022-10-22,"Subject5","A9","A","9","221022_Subject-05_CMs_Subject5_sytox_D_A9_bA8_1_7663.d","7663","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_A9_bA8_1_7663.d",13.762148414945,5474
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_B15_RB8_1_7676.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_B15_RB8_1_7676.d","221022_Subject-05_CMs_Subject5_sytox_D_B15_RB8_1_7676.d",2022-10-22,"Subject5","B15","B","15","RB8","7676","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_B15_RB8_1_7676.d",13.4293143291612,3690
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_B16_BB15_1_7675.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_B16_BB15_1_7675.d","221022_Subject-05_CMs_Subject5_sytox_D_B16_BB15_1_7675.d",2022-10-22,"Subject5","B16","B","16","BB15","7675","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_B16_BB15_1_7675.d",13.3765730833805,5392
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_B18_BB16_1_7674.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_B18_BB16_1_7674.d","221022_Subject-05_CMs_Subject5_sytox_D_B18_BB16_1_7674.d",2022-10-22,"Subject5","B18","B","18","BB16","7674","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_B18_BB16_1_7674.d",13.7553570530353,4397
"X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_B23_BB20_1_7671.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_B23_BB20_1_7671.d","221022_Subject-05_CMs_Subject5_sytox_D_B23_BB20_1_7671.d",2022-10-22,"Subject5","B23","B","23","BB20","7671","sytox","X:\TimsTOF-SCP\Data\CM_PROJECT\221022_Subject-05\CMs_Subject5_sytox_D_B23_BB20_1_7671.d",13.0771002464491,2882
"X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_Lvendo_F18_BF2_1_7824.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_Lvendo_F18_BF2_1_7824.d","221024_Subject-04_CMs_Subject4_1_Lvendo_F18_BF2_1_7824.d",2022-10-24,"Subject4","F18","F","18","BF2","7824","Lvendo","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_Lvendo_F18_BF2_1_7824.d",13.598913206533,5029
"X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_Lvepi_I24_RH16_1_7865.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_Lvepi_I24_RH16_1_7865.d","221024_Subject-04_CMs_Subject4_1_Lvepi_I24_RH16_1_7865.d",2022-10-24,"Subject4","I24","I","24","RH16","7865","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_Lvepi_I24_RH16_1_7865.d",13.1480373408413,572
"X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_Lvmid_H7_BH8_1_7859.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_Lvmid_H7_BH8_1_7859.d","221024_Subject-04_CMs_Subject4_1_Lvmid_H7_BH8_1_7859.d",2022-10-24,"Subject4","H7","H","7","BH8","7859","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_Lvmid_H7_BH8_1_7859.d",13.7933289679426,1425
"X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_Lvmid_I11_BI22_1_7862.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_Lvmid_I11_BI22_1_7862.d","221024_Subject-04_CMs_Subject4_1_Lvmid_I11_BI22_1_7862.d",2022-10-24,"Subject4","I11","I","11","BI22","7862","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_Lvmid_I11_BI22_1_7862.d",13.8155150462504,858
"X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_A4_BA5_1_7713.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_A4_BA5_1_7713.d","221024_Subject-04_CMs_Subject4_1_RV_A4_BA5_1_7713.d",2022-10-24,"Subject4","A4","A","4","BA5","7713","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_A4_BA5_1_7713.d",13.8133301079941,3272
"X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_B3_BB4_1_7724.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_B3_BB4_1_7724.d","221024_Subject-04_CMs_Subject4_1_RV_B3_BB4_1_7724.d",2022-10-24,"Subject4","B3","B","3","BB4","7724","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_B3_BB4_1_7724.d",14.0776001830557,2795
"X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_C2_BC20_1_7751.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_C2_BC20_1_7751.d","221024_Subject-04_CMs_Subject4_1_RV_C2_BC20_1_7751.d",2022-10-24,"Subject4","C2","C","2","BC20","7751","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_C2_BC20_1_7751.d",13.8666993823648,4260
"X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_D2_BD20_1_7769.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_D2_BD20_1_7769.d","221024_Subject-04_CMs_Subject4_1_RV_D2_BD20_1_7769.d",2022-10-24,"Subject4","D2","D","2","BD20","7769","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_D2_BD20_1_7769.d",13.7861112505737,4352
"X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_F4_BF5_1_7830.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_F4_BF5_1_7830.d","221024_Subject-04_CMs_Subject4_1_RV_F4_BF5_1_7830.d",2022-10-24,"Subject4","F4","F","4","BF5","7830","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_F4_BF5_1_7830.d",13.3115354705716,2201
"X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_H1_BH12_1_7843.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_H1_BH12_1_7843.d","221024_Subject-04_CMs_Subject4_1_RV_H1_BH12_1_7843.d",2022-10-24,"Subject4","H1","H","1","BH12","7843","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_H1_BH12_1_7843.d",14.2970308825202,4674
"X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_H2_BH20_1_7850.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_H2_BH20_1_7850.d","221024_Subject-04_CMs_Subject4_1_RV_H2_BH20_1_7850.d",2022-10-24,"Subject4","H2","H","2","BH20","7850","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_H2_BH20_1_7850.d",13.3588361841449,3152
"X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_H3_BH4_1_7857.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_H3_BH4_1_7857.d","221024_Subject-04_CMs_Subject4_1_RV_H3_BH4_1_7857.d",2022-10-24,"Subject4","H3","H","3","BH4","7857","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_1_RV_H3_BH4_1_7857.d",12.4226245956658,1273
"X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_D_Lvendo_A13_BA14_1_7703.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_D_Lvendo_A13_BA14_1_7703.d","221024_Subject-04_CMs_Subject4_D_Lvendo_A13_BA14_1_7703.d",2022-10-24,"Subject4","A13","A","13","BA14","7703","Lvendo","X:\TimsTOF-SCP\Data\CM_PROJECT\221024_Subject-04\CMs_Subject4_D_Lvendo_A13_BA14_1_7703.d",13.4212757784533,1964
